,Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
2626,University of Illinois,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,0,250000,0
2627,University of Illinois,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,50000,0
2628,University of Illinois,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Not for Profit,0,0,0
2629,University of Illinois,Schools,Graduate School of Education,Null,Not for Profit,0,0,0
2630,University of Illinois,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,99972,0,0
2631,University of Innsbruck,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,362977,386213,120000
2632,University of Iowa,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,0,0,353858
2633,University of Jeddah,Schools,Graduate School of Education,School of Education,Not for Profit,0,0,465000
2634,University of Kansas,Schools,Graduate School of Education,School of Education,Not for Profit,119626,32311,0
2635,University of Kentucky Center for Poverty Research,Schools,Goldman School of Public Policy,GSPP Programs & Research,Not for Profit,0,0,74999
2636,University of Kentucky/University of Kentucky Research Foundation,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Not for Profit,0,40000,0
2637,University of Kentucky/University of Kentucky Research Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,40000,0
2638,University of London,L&S College of Letters & Sciences,Division of Social Sciences,Linguistics,Not for Profit,123757,0,0
2639,University of Louisville,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Not for Profit,0,2000,0
2640,University of Manchester,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,Not for Profit,0,0,0
2641,University of Manchester,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2642,University of Manchester,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,0,18616,0
2643,University of Maryland (College Park),Colleges,College of Engineering,Civil & Environmental Engineering,Not for Profit,0,125000,184413
2644,University of Maryland (College Park),College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,45740,778596
2645,University of Maryland (College Park),Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,99970,292000,206202
2646,University of Maryland (College Park),L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,0,0
2647,University of Maryland (College Park),Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,70426,0,0
2648,University of Massachusetts Amherst,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,21640,0,0
2649,University of Massachusetts Amherst,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,0,0
2650,University of Massachusetts Amherst,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,689108,0
2651,University of Massachusetts Amherst,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,0
2652,University of Massachusetts Amherst,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,817904
2653,University of Massachusetts Amherst,Schools,School of Public Health,Null,Not for Profit,0,0,0
2654,University of Miami,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,13229,0,0
2655,University of Miami,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2656,University of Michigan,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,158128,0,0
2657,University of Michigan,Colleges,College of Engineering,Bioengineering,Not for Profit,0,0,0
2658,University of Michigan,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,111728,348854,290136
2659,University of Michigan,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,0,0,253365
2660,University of Michigan,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,194280,194340,194380
2661,University of Michigan,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,Not for Profit,0,41768,0
2662,University of Michigan,L&S College of Letters & Sciences,Division of Social Sciences,Economics,Not for Profit,0,0,0
2663,University of Michigan,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,Not for Profit,0,0,0
2664,University of Michigan,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2665,University of Michigan,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,0,0,0
2666,University of Michigan,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,332828
2667,University of Michigan,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,0,56567,159367
2668,University of Minnesota,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,-779604,0
2669,University of Minnesota,Colleges,College of Chemistry,Chemistry Department,Not for Profit,350000,775641,512729
2670,University of Minnesota,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,300000,0,44115
2671,University of Minnesota,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,70000,70000,0
2672,University of Minnesota,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,23462,0,200000
2673,University of Minnesota,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Not for Profit,0,50000,20833
2674,University of Minnesota,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2675,University of Minnesota,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,2154760,0,537417
2676,University of Missouri (Columbia),Colleges,College of Chemistry,Chemistry Department,Not for Profit,0,224125,190000
2677,University of Nebraska,Colleges,College of Engineering,Civil & Environmental Engineering,Not for Profit,142857,0,0
2678,University of Nebraska Medical Center,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,20000,0
2679,University of Nevada,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,124506
2680,University of New Hampshire,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,300000,0,0
2681,University of New Hampshire,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,0,0,0
2682,University of New Hampshire,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,0,0,89212
2683,University of New Mexico,Vice Chancellor - Research,VC Research Museums & Field Stations,MVZ Museum of Vertebrate Zoology,Not for Profit,34959,0,0
2684,University of North Carolina at Chapel Hill,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Not for Profit,0,0,0
2685,University of North Carolina at Chapel Hill,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Not for Profit,0,0,0
2686,University of North Carolina at Chapel Hill,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2687,University of North Carolina at Chapel Hill,Schools,School of Public Health,Null,Not for Profit,0,0,0
2688,University of North Carolina at Chapel Hill,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,0,0
2689,University of North Carolina at Chapel Hill,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,228398,0,0
2690,University of North Carolina at Chapel Hill,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,249441,50576
2691,University of North Carolina at Chapel Hill,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,0,0,0
2692,University of North Dakota,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2693,University of Notre Dame,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,472197,643506,230041
2694,University of Notre Dame,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Not for Profit,197213,0,0
2695,University of Notre Dame,Vice Chancellor - Research,Vice Chancellor for Research ORUs,ICBS Institute for Cognitive and Brain Sciences,Not for Profit,0,0,82824
2696,University of Novi Sad,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,38334
2697,University of Oregon,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Not for Profit,9317,45271,0
2698,University of Paris,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,31514,0,0
2699,University of Pennsylvania,Colleges,College of Engineering,Bioengineering,Not for Profit,0,0,0
2700,University of Pennsylvania,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,250971,0,-80000
2701,University of Pennsylvania,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,0,0,61445
2702,University of Pennsylvania,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Not for Profit,9706,0,0
2703,University of Pennsylvania,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,50000,0
2704,University of Pennsylvania,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2705,University of Pennsylvania,Schools,School of Optometry,Null,Not for Profit,0,107940,0
2706,University of Pennsylvania,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,59739,47169,16058
2707,University of Pennsylvania,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,0,0,0
2708,University of Pennsylvania,Vice Chancellor - Research,VC Res Other Research Units,Independent Research Programs,Not for Profit,45000,0,0
2709,University of Pittsburgh,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Not for Profit,0,0,0
