Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDSS,Child Relief International Foundation,
Industry,USA Industry Category,USA Industry,00VBYP,Genome Compiler Corporation,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00F907,Universidad Peruana Cayetano Heredia,
Industry,USA Industry Category,USA Industry,00VB6G,"Leidos Biomedical Research, Inc.",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VCO5,State of Connecticut,
Industry,USA Industry Category,USA Industry,00VDW7,"Syndeste, LLC",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2814,HMSA Foundation,
Industry,USA Industry Category,USA Industry,00VEDM,"Iaterion, Inc.",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VE52,Norwegian Veterinary Institute,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VEDO,University of Cyprus,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,8068,American Medical Association,AMA
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VF4P,Mosse Foundation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F4C7,Korea Institute of Science and Technology,KIST
Industry,USA Industry Category,USA Industry,00VBPN,Siemens Corporation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F429,Progress and Health Foundation,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VDH2,"National Institute of Public Health, Mexico",INSP
Industry,Foreign Industry Category,Foreign Industry,00VDUJ,Shanghai Institute of Applied Physics,SINAP
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VE2N,PAC-12 Conference,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VALJ,Columbia University Medical Center,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F432,European Research Council,ERC
Industry,Foreign Industry Category,Foreign Industry,00VBCZ,Synthace Ltd,
Industry,USA Industry Category,USA Industry,00V90U,"Synthetic Genomics, Inc.",
Industry,USA Industry Category,USA Industry,00VBE8,Eyenuk LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00V8VB,The Peggy and Jack Baskin Foundation,
Industry,Foreign Industry Category,Foreign Industry,00V8LZ,Grifols,
Industry,USA Industry Category,USA Industry,00VBH3,LanzaTech,
Industry,USA Industry Category,USA Industry,00V9BY,Otherlab,
Industry,USA Industry Category,USA Industry,00VAL2,Think Now Inc.,
Industry,USA Industry Category,USA Industry,00VBIE,3-V Biosciences,3-V
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8553,Foundation for Physical Therapy,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00V9PA,The George E. Hewitt Foundation for Medical Research,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F3BD,University of North Carolina System,
Federal,Other Federal Category,All Other Federal,00VDL5,U.S. President's Emergency Plan for AIDS Relief,PEPFAR
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDJ8,"Muso, Inc.",
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00V9CI,"University of Colorado, Denver",
Industry,USA Industry Category,USA Industry,00VFYK,"Resource Systems Group, Inc.",RSG
Industry,USA Industry Category,USA Industry,00VDT4,Continental Automotive Systems,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4450,University of Tsukuba,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VEER,Acting for Hearing Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VELG,J. Ronald Terwilliger Foundation for Housing America壽猻 Families,
Industry,USA Industry Category,USA Industry,4310,Krell Institute,
Federal,DOT Category,DOT,00VF37,Pipeline and Hazardous Materials Safety Administration,PHMSA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FF01,Citi Foundation,
Industry,USA Industry Category,USA Industry,00VFJM,Siluria Technologies Inc.,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VFUL,Children's Prize Foundation,
Federal,DOE Category,DOE,00VFZG,U.S. Energy Information Administration,EIA
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,6389,British Council,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VCFZ,Research and Development Center of Jiangsu Internet of Things,
Industry,USA Industry Category,USA Industry,00VCP2,Sonoran Joint Venture,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F6E9,Leona M. and Harry B. Helmsley Charitable Trust,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VBK5,Cleveland Clinic Lerner College of Medicine,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VAHP,World Vision Inc.,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VEDJ,Max Planck Institute for Psycholinguistics,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,2204,Harvard Pilgrim Health Care,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VCJS,"The Task Force for Global Health, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00V9X9,Higher Education Commission,
Industry,Foreign Industry Category,Foreign Industry,2388,UCB S.A.,
Industry,USA Industry Category,USA Industry,00VAGU,"Biodesy, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDL9,Children's Museum of Pittsburgh,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VDN9,Mines ParisTech Foundation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VC5F,Japan Patent Office,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VDX1,County of Hawaii,
Not for Profit,Business Related Nonprofit Institutes and Associat,Ag Marketing Boards,00F24E,United Sorghum Checkoff Program Board,
Industry,USA Industry Category,USA Industry,00VE68,Bioscentric,
Industry,USA Industry Category,USA Industry,00VE69,"Benchling, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7495,Natural Resources Defense Council,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VECL,International Music and Art Foundation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VEF9,Paris Institute of Translational Neuroscience,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00V9VJ,Carl Von Ossietzky University of Oldenburg,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4140,University of Milan,
Industry,USA Industry Category,USA Industry,6478,"Alnylam Pharmaceuticals, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,6356,"Electrochemical Society, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VFGX,The Orthopterists' Society,
Industry,USA Industry Category,USA Industry,00VFO0,"Cuberg, Inc.",
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00AEB8,International Plant Genetic Resources Institute,
Industry,USA Industry Category,USA Industry,00V9VC,"Laser Prismatics, LLC",
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00V94F,MasterCard Foundation,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VCA1,University of Wisconsin-Milwaukee,
Industry,USA Industry Category,USA Industry,00VCA6,"Jerry Thompson and Associates, Inc.",JTA
Not for Profit,Foundations & Charities,USA Foundations & Charities,6537,Mind Science Foundation,
Industry,USA Industry Category,USA Industry,00V9RL,"Newomics, Inc.",
Industry,USA Industry Category,USA Industry,00VCKU,"Azbil North America Research and Development, Inc.",
Industry,USA Industry Category,USA Industry,2623,"Tyco International, Inc.",
Industry,USA Industry Category,USA Industry,00VCKV,"Vandalia Research, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00VCMT,Center for Open Science,COS
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00FE06,Consultative Group on International Agricultural Research,CGIAR
Industry,Foreign Industry Category,Foreign Industry,00VC74,International Cancer Genome Consortium,ICGC
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VCRU,Federation of American Scientists,FAS
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VD8S,Acate Amazon Conservation Inc.,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00V9EJ,Norway House Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VEHZ,Li Ka Shing Foundation Limited,
Industry,USA Industry Category,USA Industry,00VETZ,Caseforge,
Non Federal Governmental,California,Local Agencies & Schools,00VFP4,Livermore Amador Valley Transit Authority,LAVTA
Industry,USA Industry Category,USA Industry,00VG31,STC Traffic Inc.,STC
Non Federal Governmental,California,Local Agencies & Schools,00F6D0,San Diego Association of Governments,SANDAG
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00V91X,California Cotton Growers Association,CCGA
Industry,USA Industry Category,USA Industry,6221,Jazz Pharmaceuticals,
Industry,Foreign Industry Category,Foreign Industry,00VB85,Delcan Corporation,
Industry,USA Industry Category,USA Industry,00VBS0,BP Products North America Inc.,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00FBFA,Taiwan Foundation for Democracy,
Industry,USA Industry Category,USA Industry,00VDJH,SkySight Technologies LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDMR,Pisces Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FC96,Gilead Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00F540,"Citrus Research and Development Foundation, Inc.",
Industry,USA Industry Category,USA Industry,4713,"Moog, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00VCHB,Saint-Gobain,
Industry,USA Industry Category,USA Industry,00VEWR,Metron Aviation,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VEY0,Consulate General of Ireland,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VEGS,Opportunity Institute,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,00VFHK,Z Zurich Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VFNJ,Autodesk Foundation,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VFO3,Carleton College,
Industry,USA Industry Category,USA Industry,00VFFV,Watttime Corporation,
Industry,USA Industry Category,USA Industry,00VBDI,"Zymochem, Inc.",
Industry,USA Industry Category,USA Industry,00VCL8,Essilor USA,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VCNK,Queens College,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00V93L,Cooperative Ecosystem Studies Units,CESU
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00V9L6,Korea Advanced Institute of Science and Technology,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00AEFC,Taipei Economic and Cultural Office,TECO
Not for Profit,Foundations & Charities,USA Foundations & Charities,5894,United Way of the Bay Area,
Industry,USA Industry Category,USA Industry,00V987,L'Oreal USA,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VB4L,Nathan Kline Institute,
Industry,USA Industry Category,USA Industry,00V9JM,"HJ Science & Technology, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00V9CN,Infosys Limited,
Industry,USA Industry Category,USA Industry,00VF18,"Sensata Technologies, Inc.",
Industry,USA Industry Category,USA Industry,00VFB4,RWE New Ventures LLC.,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F441,Insight Center for Community Economic Development,
Industry,USA Industry Category,USA Industry,8366,"Membrane Technology and Research, Inc.",MTR
Industry,USA Industry Category,USA Industry,00VA1X,The SI Organization,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VDN7,MINES ParisTech,ENSMP
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,4150,Leverhulme Trust,
Industry,USA Industry Category,USA Industry,00VF0C,Strategen Consulting LLC,
Industry,USA Industry Category,USA Industry,00VBG4,"Cairn Biosciences, Inc.",
Industry,USA Industry Category,USA Industry,00VF8J,"Ligandal, Inc.",
Industry,USA Industry Category,USA Industry,00VFNW,"Cell Data Sciences, Inc.",
Industry,USA Industry Category,USA Industry,00VB6X,Annie's Homegrown Inc.,
Industry,USA Industry Category,USA Industry,00VG0R,Private Pediatrics Inc.,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VFX6,West Virginia Health Care Authority,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00V9TL,The Shurl and Kay Curci Foundation,
Industry,Foreign Industry Category,Foreign Industry,00VA9Y,Tecnalia,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00V9XE,Charles University in Prague,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F863,Y & H Soda Foundation,
Industry,USA Industry Category,USA Industry,00VC6U,"TeamCo Advisers, LLC",TeamCo
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F859,BIAL Foundation,
Industry,USA Industry Category,USA Industry,00VAO1,"Samsung Semiconductor, Inc.",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VE3G,"Ministry of Science, ICT and Future Planning",MSIP
Industry,USA Industry Category,USA Industry,00VCTN,Abzyme Therapeutics LLC,
